City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
258,Baghdad,IQ,2022-01-10 02:38:09,33.3406,44.4009,51.71,58,0,9.22,clear sky
259,Aswan,EG,2022-01-10 02:38:59,24.0934,32.907,56.5,47,0,14.97,clear sky
260,Kerema,PG,2022-01-10 02:39:00,-7.9631,145.7785,84.94,69,92,10.63,overcast clouds
261,Gorodets,RU,2022-01-10 02:39:00,56.6514,43.475,20.88,96,100,7.76,snow
262,Cabo San Lucas,MX,2022-01-10 02:34:07,22.8909,-109.9124,72.52,80,100,4.61,overcast clouds
263,Calatayud,ES,2022-01-10 02:39:01,41.3535,-1.6432,55.54,82,97,17.18,overcast clouds
264,Fairbanks,US,2022-01-10 02:39:01,64.8378,-147.7164,-7.6,68,100,5.75,overcast clouds
265,Torbay,CA,2022-01-10 02:39:01,47.6666,-52.7314,30.58,79,100,4.0,overcast clouds
266,Pecos,US,2022-01-10 02:39:02,31.4229,-103.4932,46.49,31,0,8.05,clear sky
267,Albury,AU,2022-01-10 02:37:13,-36.0833,146.9167,93.15,78,3,6.91,clear sky
268,Tadine,NC,2022-01-10 02:39:03,-21.55,167.8833,81.1,74,15,22.32,few clouds
269,Geraldton,AU,2022-01-10 02:39:03,-28.7667,114.6,88.21,19,0,17.27,clear sky
270,Merrill,US,2022-01-10 02:39:03,45.1805,-89.6835,-0.63,65,0,8.05,clear sky
271,Opuwo,NA,2022-01-10 02:39:04,-18.0607,13.84,62.13,38,88,3.0,overcast clouds
272,Quang Ngai,VN,2022-01-10 02:39:04,15.1167,108.8,75.22,81,96,2.73,overcast clouds
273,Padang,ID,2022-01-10 02:39:05,-0.9492,100.3543,80.65,89,100,7.87,light rain
274,Oeiras,BR,2022-01-10 02:39:05,-7.0253,-42.1311,73.26,90,100,2.26,overcast clouds
275,Nanyamba,TZ,2022-01-10 02:39:05,-10.6833,39.8333,72.75,96,100,3.83,light rain
276,Desaguadero,PE,2022-01-10 02:40:06,-16.5656,-69.0417,47.37,74,86,3.87,overcast clouds
277,Los Llanos De Aridane,ES,2022-01-10 02:40:07,28.6585,-17.9182,65.95,25,0,10.0,clear sky
278,Duluth,US,2022-01-10 02:36:21,46.7833,-92.1066,-3.71,57,100,3.0,overcast clouds
279,Constitucion,CL,2022-01-10 02:38:30,-35.3333,-72.4167,57.65,92,31,6.51,scattered clouds
280,Sur,OM,2022-01-10 02:40:07,22.5667,59.5289,66.74,61,0,2.55,clear sky
281,Norman Wells,CA,2022-01-10 02:40:08,65.282,-126.8329,-29.16,68,75,5.75,broken clouds
282,Erenhot,CN,2022-01-10 02:40:08,43.6475,111.9767,3.06,58,1,5.64,clear sky
283,Suozhen,CN,2022-01-10 02:40:09,36.9539,118.1047,34.75,86,100,4.05,light snow
284,Bilibino,RU,2022-01-10 02:40:09,68.0546,166.4372,-17.01,99,77,1.45,broken clouds
285,Kumluca,TR,2022-01-10 02:39:52,36.3703,30.2869,47.68,74,30,4.99,scattered clouds
286,Sabinas,MX,2022-01-10 02:40:10,27.85,-101.1167,57.74,34,85,17.18,overcast clouds
287,Itamarandiba,BR,2022-01-10 02:40:10,-17.8572,-42.8589,65.3,98,100,1.23,light rain
288,Pevek,RU,2022-01-10 02:40:11,69.7008,170.3133,-14.48,100,97,3.42,overcast clouds
289,Karksi-Nuia,EE,2022-01-10 02:40:11,58.1033,25.5628,28.27,96,99,3.83,overcast clouds
290,Samagaltay,RU,2022-01-10 02:40:12,50.6022,95.0047,-1.62,98,100,1.99,overcast clouds
291,San Ignacio,BZ,2022-01-10 02:40:12,17.1561,-89.0714,71.74,94,0,6.91,clear sky
292,Berberati,CF,2022-01-10 02:40:13,4.2612,15.7922,68.59,33,62,1.19,broken clouds
293,Kahului,US,2022-01-10 02:40:14,20.8947,-156.47,80.62,70,40,6.91,scattered clouds
294,Grindavik,IS,2022-01-10 02:40:14,63.8424,-22.4338,39.67,87,100,46.04,overcast clouds
295,Sinnamary,GF,2022-01-10 02:40:15,5.3833,-52.95,75.38,86,96,5.5,overcast clouds
296,Fortuna,US,2022-01-10 02:40:15,40.5982,-124.1573,51.93,85,96,1.01,overcast clouds
297,Merauke,ID,2022-01-10 02:40:15,-8.4667,140.3333,85.71,67,70,11.79,broken clouds
298,Moose Factory,CA,2022-01-10 02:40:16,51.2585,-80.6094,-5.8,65,100,20.71,overcast clouds
299,Maragogi,BR,2022-01-10 02:40:16,-9.0122,-35.2225,78.04,84,22,5.37,few clouds
300,Olgod,DK,2022-01-10 02:40:17,55.8068,8.6286,35.92,95,100,10.18,overcast clouds
301,Aguimes,ES,2022-01-10 02:40:17,27.9054,-15.4461,64.65,36,0,3.44,clear sky
302,Venkatagiri,IN,2022-01-10 02:38:23,13.9667,79.5833,73.87,78,50,2.8,scattered clouds
303,Ilulissat,GL,2022-01-10 02:40:18,69.2167,-51.1,15.82,79,100,9.22,overcast clouds
304,Turukhansk,RU,2022-01-10 02:40:18,65.8167,87.9833,-2.22,98,100,8.52,light snow
305,Hay River,CA,2022-01-10 02:40:18,60.8156,-115.7999,-18.42,76,75,2.3,broken clouds
306,Hami,CN,2022-01-10 02:40:19,42.8,93.45,25.36,46,0,3.83,clear sky
307,Broken Hill,AU,2022-01-10 02:40:19,-31.95,141.4333,100.11,14,0,8.05,clear sky
308,Albufeira,PT,2022-01-10 02:40:20,37.0882,-8.2503,46.24,89,0,9.19,clear sky
309,Luderitz,NA,2022-01-10 02:40:20,-26.6481,15.1594,61.63,97,13,4.92,few clouds
310,Manacapuru,BR,2022-01-10 02:40:20,-3.2997,-60.6206,75.78,86,98,3.96,overcast clouds
311,Noumea,NC,2022-01-10 02:40:21,-22.2763,166.4572,84.99,99,55,19.3,broken clouds
312,Taga,RO,2022-01-10 02:40:21,46.95,24.05,32.32,93,99,2.89,overcast clouds
313,Altamira,BR,2022-01-10 02:40:22,-3.2033,-52.2064,70.92,97,100,1.95,overcast clouds
314,Marrakesh,MA,2022-01-10 02:36:05,31.6315,-8.0083,44.67,53,0,2.3,clear sky
315,Comodoro Rivadavia,AR,2022-01-10 02:31:29,-45.8667,-67.5,75.06,29,0,21.85,clear sky
316,Myitkyina,MM,2022-01-10 02:40:23,25.3833,97.4,69.08,47,0,1.88,clear sky
317,Nizwa,OM,2022-01-10 02:40:23,22.9333,57.5333,57.43,67,0,2.08,clear sky
318,Praia,CV,2022-01-10 02:40:24,14.9215,-23.5087,72.14,78,75,10.36,broken clouds
319,Mayo,US,2022-01-10 02:40:24,38.8876,-76.5119,46.13,94,100,1.01,overcast clouds
320,Safford,US,2022-01-10 02:41:24,32.834,-109.7076,57.11,40,0,4.61,clear sky
321,Talakan,RU,2022-01-10 02:41:25,50.3167,130.3667,-8.55,86,53,1.39,broken clouds
322,Sibolga,ID,2022-01-10 02:41:25,1.7427,98.7792,81.27,76,100,2.35,overcast clouds
323,Dalvik,IS,2022-01-10 02:41:26,65.9702,-18.5286,40.93,90,100,19.04,overcast clouds
324,Kristiansund,NO,2022-01-10 02:41:26,63.1115,7.732,32.65,59,0,3.44,clear sky
325,Lazaro Cardenas,MX,2022-01-10 02:41:27,17.9583,-102.2,75.6,70,8,2.66,clear sky
326,Herat,AF,2022-01-10 02:39:39,34.5,62.0,34.29,51,0,1.41,clear sky
327,Ponta Do Sol,PT,2022-01-10 02:41:27,32.6667,-17.1,65.71,39,100,8.37,overcast clouds
328,Malaya Purga,RU,2022-01-10 02:41:28,56.5567,53.0043,11.5,91,100,11.3,light snow
329,Manta,EC,2022-01-10 02:41:28,-0.95,-80.7333,76.78,83,20,8.05,few clouds
330,Makakilo City,US,2022-01-10 02:38:38,21.3469,-158.0858,79.12,65,0,8.05,clear sky
331,Omboue,GA,2022-01-10 02:41:28,-1.5746,9.2618,76.62,92,100,5.21,overcast clouds
332,Pangnirtung,CA,2022-01-10 02:41:29,66.1451,-65.7125,-24.66,86,51,6.13,broken clouds
333,Ostrovnoy,RU,2022-01-10 02:41:29,68.0531,39.5131,27.1,75,100,19.48,light snow
334,Luwuk,ID,2022-01-10 02:41:30,-0.9516,122.7875,87.03,61,100,3.13,overcast clouds
335,Sayyan,YE,2022-01-10 02:41:30,15.1718,44.3244,49.57,37,0,2.66,clear sky
336,Samarai,PG,2022-01-10 02:41:31,-10.6167,150.6667,82.58,74,95,1.23,overcast clouds
337,Kenscoff,HT,2022-01-10 02:41:31,18.4506,-72.2869,64.54,65,64,4.61,broken clouds
338,Caluquembe,AO,2022-01-10 02:41:31,-13.7833,14.6833,59.65,94,100,3.53,overcast clouds
339,Kavaratti,IN,2022-01-10 02:41:32,10.5669,72.642,80.06,68,98,9.57,overcast clouds
340,Yarmouth,US,2022-01-10 02:41:32,41.7057,-70.2286,46.54,91,100,19.57,moderate rain
341,Linxia,CN,2022-01-10 02:41:33,35.6003,103.2064,25.41,51,53,0.89,broken clouds
342,Maraba,BR,2022-01-10 02:41:33,-5.3686,-49.1178,70.77,99,100,2.15,overcast clouds
343,Orangeburg,US,2022-01-10 02:41:34,33.4918,-80.8557,66.38,87,75,20.71,thunderstorm with rain
344,Lata,PT,2022-01-10 02:41:34,40.1629,-8.3327,55.81,99,100,2.66,overcast clouds
345,Cayenne,GF,2022-01-10 02:41:35,4.9333,-52.3333,79.09,81,0,3.0,clear sky
346,Sandwick,GB,2022-01-10 02:41:35,60.0,-1.25,42.62,87,100,21.85,overcast clouds
347,Sterling,US,2022-01-10 02:41:35,39.0062,-77.4286,44.28,97,75,3.0,broken clouds
348,Havre-Saint-Pierre,CA,2022-01-10 02:41:36,50.2334,-63.5986,26.96,80,100,11.5,overcast clouds
349,Yaring,TH,2022-01-10 02:41:37,6.8662,101.3689,85.14,70,38,11.18,scattered clouds
350,Bugene,TZ,2022-01-10 02:41:37,-1.5911,31.1403,61.03,79,100,1.61,overcast clouds
351,Salihorsk,BY,2022-01-10 02:41:37,52.7876,27.5415,22.75,97,69,7.0,broken clouds
352,Abu Samrah,SY,2022-01-10 02:41:38,35.3029,37.1841,48.49,76,1,8.68,clear sky
353,Danshui,CN,2022-01-10 02:41:38,22.7984,114.4672,68.88,70,100,2.84,overcast clouds
354,Antofagasta,CL,2022-01-10 02:41:39,-23.65,-70.4,67.28,79,42,3.49,scattered clouds
355,Chumikan,RU,2022-01-10 02:41:39,54.7183,135.315,-8.09,82,100,14.79,overcast clouds
356,Bogorodskoye,RU,2022-01-10 02:41:39,56.55,37.8833,17.1,96,100,3.69,snow
357,Morgan City,US,2022-01-10 02:40:49,29.6994,-91.2068,71.01,100,75,3.44,mist
358,Tucurui,BR,2022-01-10 02:41:40,-3.7661,-49.6725,70.93,97,98,2.04,overcast clouds
359,Santiago,CL,2022-01-10 02:41:41,-33.4569,-70.6483,71.85,54,0,10.36,clear sky
360,Raudeberg,NO,2022-01-10 02:41:41,61.9875,5.1352,38.07,60,2,3.0,clear sky
361,Beloha,MG,2022-01-10 02:41:41,-25.1667,45.05,73.53,80,100,11.39,overcast clouds
362,Maneadero,MX,2022-01-10 02:41:42,31.7167,-116.5667,65.19,84,17,5.35,few clouds
363,Najran,SA,2022-01-10 02:42:42,17.4924,44.1277,48.85,36,2,0.58,clear sky
364,Lipari,IT,2022-01-10 02:41:09,38.4674,14.954,52.11,58,48,29.37,scattered clouds
365,Romitan,UZ,2022-01-10 02:42:43,39.9343,64.3814,26.55,100,100,4.61,fog
366,Cockburn Town,TC,2022-01-10 02:42:43,21.4612,-71.1419,78.6,73,20,22.39,few clouds
367,Gallup,US,2022-01-10 02:38:52,35.5281,-108.7426,31.01,63,0,1.99,clear sky
368,San Patricio,US,2022-01-10 02:42:44,28.017,-97.5169,66.29,60,100,20.54,overcast clouds
369,Mayumba,GA,2022-01-10 02:42:44,-3.432,10.6554,76.62,93,99,5.59,overcast clouds
370,Gejiu,CN,2022-01-10 02:42:45,23.306,103.1635,52.09,68,3,6.02,clear sky
371,Srednekolymsk,RU,2022-01-10 02:42:45,67.45,153.6833,-14.62,99,100,3.87,overcast clouds
372,Ulety,RU,2022-01-10 02:40:14,51.3572,112.4849,-5.6,80,6,2.89,clear sky
373,Saint Anthony,US,2022-01-10 02:42:46,45.0205,-93.218,6.73,60,100,3.0,overcast clouds
374,Ancud,CL,2022-01-10 02:42:46,-41.8697,-73.8203,59.43,95,7,4.38,clear sky
375,Hattiesburg,US,2022-01-10 02:42:46,31.3271,-89.2903,66.13,94,100,5.75,overcast clouds
376,Yulara,AU,2022-01-10 02:42:47,-25.2406,130.9889,103.84,11,42,10.36,scattered clouds
377,Kidal,ML,2022-01-10 02:42:47,18.4411,1.4078,57.04,18,94,13.15,overcast clouds
378,Zwedru,LR,2022-01-10 02:42:48,6.0667,-8.1281,74.14,95,72,0.63,broken clouds
379,Asyut,EG,2022-01-10 02:42:48,27.181,31.1837,46.58,43,1,5.68,clear sky
380,Mandalgovi,MN,2022-01-10 02:42:48,45.7625,106.2708,10.38,65,0,5.19,clear sky
381,Margate,GB,2022-01-10 02:42:49,51.3813,1.3862,37.89,83,12,3.98,few clouds
382,Krivosheino,RU,2022-01-10 02:42:49,57.3431,83.9261,0.01,92,99,8.66,overcast clouds
383,Rawson,AR,2022-01-10 02:42:49,-43.3002,-65.1023,66.49,58,5,6.46,clear sky
384,Timizart,DZ,2022-01-10 02:39:28,36.8,4.2667,50.4,73,90,10.16,overcast clouds
385,Elesbao Veloso,BR,2022-01-10 02:42:50,-6.2019,-42.1403,73.87,83,100,2.24,overcast clouds
386,Fort Beaufort,ZA,2022-01-10 02:42:50,-32.7748,26.6338,73.42,59,88,4.94,overcast clouds
387,Gasa,PS,2022-01-10 02:42:51,31.5,34.4667,53.19,51,0,12.73,clear sky
388,Alofi,NU,2022-01-10 02:42:51,-19.0595,-169.9187,80.49,89,99,9.22,overcast clouds
389,Biak,ID,2022-01-10 02:42:52,-0.9131,122.8766,84.49,61,100,1.57,overcast clouds
390,San Jeronimo,PE,2022-01-10 02:42:52,-11.9472,-75.2829,51.8,84,100,3.58,overcast clouds
391,Khairagarh,IN,2022-01-10 02:42:52,26.95,77.8167,51.19,82,0,6.49,clear sky
392,Zelenogorskiy,RU,2022-01-10 02:42:53,55.0333,87.0,18.12,93,100,9.66,light snow
393,Nabire,ID,2022-01-10 02:42:53,-3.3667,135.4833,84.33,70,100,4.25,overcast clouds
394,Adrar,MR,2022-01-10 02:42:54,20.5022,-10.0711,57.22,14,100,5.99,overcast clouds
395,Talara,PE,2022-01-10 02:42:54,-4.5772,-81.2719,70.56,85,78,10.96,broken clouds
396,Berdavan,AM,2022-01-10 02:42:54,41.205,44.9997,31.05,51,84,4.47,broken clouds
397,Poum,NC,2022-01-10 02:42:55,-20.2333,164.0167,82.53,71,22,7.56,few clouds
398,Ocos,GT,2022-01-10 02:42:55,14.5094,-92.1933,81.32,73,9,5.19,clear sky
399,Dunbar,US,2022-01-10 02:42:56,38.3606,-81.7374,36.14,79,100,1.99,overcast clouds
400,Ureki,GE,2022-01-10 02:42:56,41.9956,41.7786,58.96,67,39,8.59,scattered clouds
401,Barcelona,ES,2022-01-10 02:39:30,41.3888,2.159,55.33,83,20,5.01,few clouds
402,Dali,CN,2022-01-10 02:42:57,25.7,100.1833,52.86,45,0,4.56,clear sky
403,Sonoita,MX,2022-01-10 02:42:57,31.85,-112.8333,60.53,42,77,7.23,broken clouds
404,Oussouye,SN,2022-01-10 02:42:57,12.485,-16.5469,69.98,18,98,15.03,overcast clouds
405,Altamont,US,2022-01-10 02:40:28,42.2068,-121.7372,35.44,64,0,6.91,clear sky
406,Huarmey,PE,2022-01-10 02:42:58,-10.0681,-78.1522,71.11,81,0,7.99,clear sky
407,Mitsamiouli,KM,2022-01-10 02:42:58,-11.3847,43.2844,82.83,72,92,9.1,overcast clouds
408,Apollonia,GR,2022-01-10 02:42:59,36.9716,24.7231,52.25,71,67,10.54,broken clouds
409,Kirakira,SB,2022-01-10 02:42:59,-10.4544,161.9205,85.53,71,63,11.9,broken clouds
410,Vallenar,CL,2022-01-10 02:42:59,-28.5708,-70.7581,67.37,60,97,3.38,overcast clouds
411,Timra,SE,2022-01-10 02:44:00,62.487,17.3257,17.28,93,100,4.61,overcast clouds
412,Oistins,BB,2022-01-10 02:44:01,13.0667,-59.5333,77.09,61,20,18.41,few clouds
413,Klaksvik,FO,2022-01-10 02:44:01,62.2266,-6.589,43.72,86,100,39.15,overcast clouds
414,Sivas,TR,2022-01-10 02:44:01,39.7916,37.0019,38.03,80,75,20.71,light rain
415,Ucluelet,CA,2022-01-10 02:39:55,48.9329,-125.5528,34.95,83,100,12.08,overcast clouds
416,Talnakh,RU,2022-01-10 02:44:02,69.4865,88.3972,-5.8,97,100,5.53,light snow
417,Asfi,MA,2022-01-10 02:44:02,32.2994,-9.2372,53.85,47,100,15.26,overcast clouds
418,Balkanabat,TM,2022-01-10 02:44:03,39.5108,54.3671,45.7,57,0,9.42,clear sky
419,Mananjary,MG,2022-01-10 02:44:03,-21.2167,48.3333,73.71,93,100,8.86,light rain
420,Paramonga,PE,2022-01-10 02:44:04,-10.6667,-77.8333,70.88,82,12,8.23,few clouds
421,Milkovo,RU,2022-01-10 02:44:04,54.7167,158.6167,25.18,95,100,5.5,light snow
422,Sakakah,SA,2022-01-10 02:43:49,29.9697,40.2064,58.57,63,100,15.1,overcast clouds
423,Stornoway,GB,2022-01-10 02:44:05,58.2093,-6.3865,44.92,88,100,5.99,overcast clouds
424,Monte Santo,BR,2022-01-10 02:44:05,-10.4378,-39.3328,70.47,82,100,5.06,heavy intensity rain
425,Dong Hoi,VN,2022-01-10 02:44:06,17.4833,106.6,73.51,82,94,2.46,overcast clouds
426,Hofn,IS,2022-01-10 02:44:06,64.2539,-15.2082,40.44,94,100,24.92,heavy intensity rain
427,Inhambane,MZ,2022-01-10 02:44:07,-23.865,35.3833,73.76,91,23,6.49,few clouds
428,Ginir,ET,2022-01-10 02:44:07,7.1333,40.7,55.22,73,3,3.0,clear sky
429,Teya,RU,2022-01-10 02:44:07,60.3778,92.6267,16.03,91,100,7.4,light snow
430,Mae Sai,TH,2022-01-10 02:44:08,20.4335,99.8762,73.44,44,12,1.01,few clouds
431,Pundaguitan,PH,2022-01-10 02:44:08,6.3711,126.1689,81.0,78,98,8.16,overcast clouds
432,Chandur Bazar,IN,2022-01-10 02:44:09,21.2417,77.7456,65.66,72,65,6.49,broken clouds
433,Auki,SB,2022-01-10 02:44:09,-8.7676,160.7034,83.52,77,100,9.55,overcast clouds
434,Nishihara,JP,2022-01-10 02:44:09,26.1842,127.7558,69.46,68,75,8.05,broken clouds
435,At-Bashi,KG,2022-01-10 02:44:10,41.1702,75.8106,1.09,71,15,3.09,few clouds
436,Canon City,US,2022-01-10 02:44:10,38.441,-105.2424,37.38,79,0,0.0,clear sky
437,Marsh Harbour,BS,2022-01-10 02:44:11,26.5412,-77.0636,74.34,67,100,15.03,overcast clouds
438,Namibe,AO,2022-01-10 02:44:11,-15.1961,12.1522,64.67,80,55,5.46,broken clouds
439,Omsukchan,RU,2022-01-10 02:44:12,62.5333,155.8,-12.28,96,100,4.88,overcast clouds
440,Jinchang,CN,2022-01-10 02:44:12,38.4953,102.1739,25.95,51,0,2.08,clear sky
441,Allada,BJ,2022-01-10 02:44:12,6.6655,2.1514,79.56,80,83,4.16,broken clouds
442,Ola,RU,2022-01-10 02:44:13,59.5833,151.2833,17.15,80,100,10.13,overcast clouds
443,Lenger,KZ,2022-01-10 02:44:13,42.183,69.8839,26.04,52,93,5.3,overcast clouds
444,Coquimbo,CL,2022-01-10 02:41:02,-29.9533,-71.3436,64.13,77,0,4.61,clear sky
445,Solnechnyy,RU,2022-01-10 02:44:14,50.7214,136.6319,-2.29,91,61,3.02,broken clouds
446,Honiara,SB,2022-01-10 02:44:14,-9.4333,159.95,88.52,62,66,11.34,broken clouds
447,Iraray,PH,2022-01-10 02:44:15,8.9936,118.0511,82.83,72,54,7.92,broken clouds
448,Sistranda,NO,2022-01-10 02:44:15,63.7256,8.834,31.96,66,0,9.33,clear sky
449,Nsanje,MW,2022-01-10 02:44:16,-16.92,35.262,71.62,96,100,1.12,overcast clouds
450,Palma Campania,IT,2022-01-10 02:44:16,40.8649,14.5487,46.42,82,100,6.31,overcast clouds
451,Santa Isabel Do Rio Negro,BR,2022-01-10 02:44:17,-0.4139,-65.0192,73.98,90,66,1.14,broken clouds
452,Seguela,CI,2022-01-10 02:44:17,7.9611,-6.6731,73.63,23,66,0.92,broken clouds
453,Mayor Pablo Lagerenza,PY,2022-01-10 02:44:18,-19.9309,-60.7718,80.58,56,18,2.17,few clouds
454,Ambanja,MG,2022-01-10 02:44:18,-13.6833,48.45,75.16,91,80,1.83,broken clouds
455,Gherghesti,RO,2022-01-10 02:44:18,46.5,27.5167,35.04,88,100,12.33,overcast clouds
456,Nortelandia,BR,2022-01-10 02:45:19,-14.4547,-56.8028,72.32,96,100,4.45,overcast clouds
457,Tupik,RU,2022-01-10 02:45:19,54.4253,119.9327,-12.6,84,24,2.37,few clouds
458,Kutum,SD,2022-01-10 02:45:20,14.2,24.6667,62.89,29,0,14.07,clear sky
459,Bam,IR,2022-01-10 02:45:20,29.106,58.357,43.84,37,0,1.3,clear sky
460,Westerland,DE,2022-01-10 02:45:21,54.9079,8.3033,35.62,100,100,4.61,overcast clouds
461,Xihe,CN,2022-01-10 02:45:21,31.6864,113.4659,46.0,70,100,3.69,overcast clouds
462,Matagami,CA,2022-01-10 02:45:21,49.7502,-77.6328,-5.69,71,100,12.66,overcast clouds
463,San Jose,US,2022-01-10 02:44:19,37.3394,-121.895,56.1,79,75,4.61,broken clouds
464,Katangli,RU,2022-01-10 02:45:22,51.7102,143.2326,7.47,92,100,19.39,light snow
465,Cabedelo,BR,2022-01-10 02:45:22,-6.9811,-34.8339,77.67,79,29,11.41,scattered clouds
466,Banfora,BF,2022-01-10 02:45:23,10.6333,-4.7667,71.56,15,5,6.6,clear sky
467,Santa Fe,AR,2022-01-10 02:41:53,-31.6333,-60.7,79.75,35,0,7.54,clear sky
468,Kropotkin,RU,2022-01-10 02:45:23,45.4375,40.5756,35.53,85,33,8.25,scattered clouds
469,Tiznit,MA,2022-01-10 02:45:24,29.5833,-9.5,53.44,31,72,3.33,broken clouds
470,Savelugu,GH,2022-01-10 02:45:24,9.6244,-0.8253,74.19,17,35,5.97,scattered clouds
471,High Prairie,CA,2022-01-10 02:45:24,55.4334,-116.4858,2.5,94,100,5.35,overcast clouds
472,Vorukh,TJ,2022-01-10 02:45:25,39.8494,70.5838,26.82,39,22,6.98,few clouds
473,Haines Junction,CA,2022-01-10 02:45:25,60.7522,-137.5108,-16.65,76,100,0.0,overcast clouds
474,Howard Springs,AU,2022-01-10 02:45:26,-12.497,131.047,92.98,72,100,5.73,overcast clouds
475,Bastia,FR,2022-01-10 02:45:27,42.6667,9.3333,45.3,78,0,5.75,clear sky
476,Brezoi,RO,2022-01-10 02:45:27,45.338,24.2486,33.48,98,100,3.85,overcast clouds
477,Yerofey Pavlovich,RU,2022-01-10 02:45:28,53.9667,121.9667,-7.55,75,19,2.04,few clouds
478,Goderich,CA,2022-01-10 02:44:16,43.7501,-81.7165,19.9,68,100,24.16,overcast clouds
479,Alenquer,BR,2022-01-10 02:45:28,-1.9417,-54.7383,75.54,92,97,2.73,overcast clouds
480,Jinka,ET,2022-01-10 02:45:28,5.65,36.65,66.76,52,59,1.32,broken clouds
481,Hambantota,LK,2022-01-10 02:45:29,6.1241,81.1185,75.54,100,75,6.91,broken clouds
482,Metro,ID,2022-01-10 02:45:30,-5.1131,105.3067,84.4,70,86,5.84,overcast clouds
483,Uvat,RU,2022-01-10 02:45:30,59.1433,68.8953,6.49,88,100,11.39,overcast clouds
484,Khandbari,NP,2022-01-10 02:45:31,27.3747,87.2039,59.77,57,2,0.81,clear sky
485,Petropavlovsk-Kamchatskiy,RU,2022-01-10 02:45:31,53.0452,158.6483,34.39,60,75,17.9,snow
486,Moyale,KE,2022-01-10 02:45:32,3.5167,39.0584,68.77,57,1,4.16,clear sky
487,Peniche,PT,2022-01-10 02:45:32,39.3558,-9.3811,57.61,90,100,6.76,overcast clouds
488,Kingsville,US,2022-01-10 02:45:32,27.5159,-97.8561,66.29,53,100,5.99,overcast clouds
489,Bystryy Istok,RU,2022-01-10 02:45:33,52.371,84.3873,10.22,94,94,8.21,overcast clouds
490,Flinders,AU,2022-01-10 02:45:33,-34.5833,150.8552,83.05,81,81,4.0,broken clouds
491,Zile,TR,2022-01-10 02:45:34,40.3031,35.8864,43.92,66,100,11.86,light rain
492,Awbari,LY,2022-01-10 02:45:34,26.5921,12.7805,42.42,36,0,8.55,clear sky
493,Rajapur,IN,2022-01-10 02:45:35,25.3833,81.15,59.95,80,31,4.83,scattered clouds
494,Chara,RU,2022-01-10 02:45:35,56.9064,118.2631,-20.6,93,10,0.34,clear sky
495,Muravlenko,RU,2022-01-10 02:45:36,63.7898,74.523,-7.71,99,39,12.39,scattered clouds
496,Presidente Olegario,BR,2022-01-10 02:45:36,-18.4178,-46.4181,65.19,99,100,3.76,heavy intensity rain
497,Acapulco,MX,2022-01-10 02:42:32,16.8634,-99.8901,77.61,73,45,4.65,scattered clouds
498,Gizo,SB,2022-01-10 02:45:37,-8.103,156.8419,80.46,84,96,11.83,moderate rain
499,Bac Lieu,VN,2022-01-10 02:45:37,9.285,105.7244,83.59,63,63,16.4,broken clouds
500,Dabwali,IN,2022-01-10 02:45:38,29.95,74.7333,51.21,72,0,0.94,clear sky
501,Villamontes,BO,2022-01-10 02:45:38,-21.25,-63.5,81.63,51,100,4.41,overcast clouds
502,Empangeni,ZA,2022-01-10 02:46:39,-28.762,31.8933,65.39,93,0,5.3,clear sky
503,Kiama,AU,2022-01-10 02:46:39,-34.6833,150.8667,83.25,79,69,5.99,broken clouds
504,Ayagoz,KZ,2022-01-10 02:46:39,47.9714,80.4392,-1.68,99,90,10.74,overcast clouds
505,Villarrica,PY,2022-01-10 02:46:40,-25.75,-56.4333,70.68,71,0,4.25,clear sky
506,Basco,PH,2022-01-10 02:46:40,20.4487,121.9702,74.1,76,80,15.66,broken clouds
507,Conakry,GN,2022-01-10 02:46:41,9.538,-13.6773,73.36,72,15,9.64,few clouds
508,Salinas,US,2022-01-10 02:46:41,36.6777,-121.6555,56.21,76,0,0.0,clear sky
509,Lianran,CN,2022-01-10 02:46:41,24.9227,102.485,52.34,45,0,4.41,clear sky
510,Douentza,ML,2022-01-10 02:46:42,14.9951,-2.9517,60.22,15,16,3.71,few clouds
511,Brandon,US,2022-01-10 02:42:29,27.9378,-82.2859,72.1,87,40,1.99,scattered clouds
512,Trincomalee,LK,2022-01-10 02:46:42,8.5711,81.2335,79.43,79,49,8.75,light rain
513,Iskateley,RU,2022-01-10 02:46:43,67.6803,53.1512,-7.4,99,92,6.98,overcast clouds
514,Kaeo,NZ,2022-01-10 02:46:44,-35.1,173.7833,77.32,75,99,6.71,overcast clouds
515,Kysyl-Syr,RU,2022-01-10 02:46:44,63.8986,122.7617,-33.2,99,48,3.87,scattered clouds
516,Vao,NC,2022-01-10 02:46:45,-22.6667,167.4833,77.43,77,0,21.72,clear sky
517,Tupelo,US,2022-01-10 02:46:45,34.2576,-88.7034,44.89,56,100,17.0,overcast clouds
518,Mont-Dore,NC,2022-01-10 02:46:46,-22.2833,166.5833,84.99,99,58,16.75,broken clouds
519,Nalut,LY,2022-01-10 02:46:46,30.3333,10.85,42.58,36,28,15.26,scattered clouds
520,Hukuntsi,BW,2022-01-10 02:46:47,-24.0,21.75,70.63,71,94,10.58,overcast clouds
521,Mackay,AU,2022-01-10 02:46:47,-21.15,149.2,89.58,62,40,18.41,scattered clouds
522,Esil,KZ,2022-01-10 02:46:47,51.9556,66.4042,-11.47,100,43,5.68,scattered clouds
