City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Natal,BR,2022-01-09 03:41:32,-5.795,-35.2094,77.22,94,20,4.61
296,Ponta Delgada,PT,2022-01-09 03:41:33,37.7333,-25.6667,59.5,58,75,8.05
297,Talbahat,IN,2022-01-09 03:41:33,25.05,78.4333,64.22,82,95,4.65
298,Henties Bay,NA,2022-01-09 03:41:34,-22.116,14.2845,63.86,94,100,3.38
299,Vostok,RU,2022-01-09 03:41:34,46.4856,135.8833,1.47,87,67,3.69
300,Zaozerne,UA,2022-01-09 03:41:35,45.1582,33.2787,43.36,86,100,8.34
301,Barsovo,RU,2022-01-09 03:41:35,61.1667,73.1667,1.53,96,32,8.37
302,Victor Harbor,AU,2022-01-09 03:41:35,-35.5667,138.6167,91.18,51,0,7.23
303,Sept-Iles,CA,2022-01-09 03:40:02,50.2001,-66.3821,1.06,71,40,1.01
304,Haelen,NL,2022-01-09 03:41:36,51.2358,5.9569,43.68,89,100,13.0
305,Udachnyy,RU,2022-01-09 03:41:36,66.4167,112.4,-8.55,83,100,10.11
306,Kalemie,CD,2022-01-09 03:41:37,-5.9475,29.1947,69.66,82,100,3.8
307,Romny,UA,2022-01-09 03:41:37,50.751,33.4747,26.26,72,100,10.89
308,Bintulu,MY,2022-01-09 03:41:38,3.1667,113.0333,88.21,62,40,3.0
309,Awjilah,LY,2022-01-09 03:41:38,29.1081,21.2869,50.16,56,2,16.98
310,Saskylakh,RU,2022-01-09 03:41:38,71.9167,114.0833,-8.46,74,100,18.88
311,Ejura,GH,2022-01-09 03:41:39,7.3856,-1.3562,74.41,44,17,1.68
312,Bethel,US,2022-01-09 03:41:39,41.3712,-73.414,27.91,65,0,0.0
313,Constitucion,CL,2022-01-09 03:41:40,-35.3333,-72.4167,61.25,87,96,9.15
314,Yuanping,CN,2022-01-09 03:41:40,38.7153,112.7575,34.0,47,37,1.19
315,Souillac,MU,2022-01-09 03:41:41,-20.5167,57.5167,80.37,94,40,3.44
316,Adre,TD,2022-01-09 03:41:41,13.4667,22.2,68.4,33,2,3.71
317,Fairhope,US,2022-01-09 03:41:42,30.523,-87.9033,67.71,72,100,10.36
318,Churapcha,RU,2022-01-09 03:41:42,62.0025,132.4325,-36.58,98,98,2.62
319,Orlik,RU,2022-01-09 03:41:43,52.5178,99.825,-7.35,93,74,2.08
320,Port-Gentil,GA,2022-01-09 03:42:43,-0.7193,8.7815,80.69,81,49,8.63
321,Tazmalt,DZ,2022-01-09 03:42:43,36.3868,4.3989,41.4,81,5,5.14
322,Skelleftea,SE,2022-01-09 03:42:44,64.7507,20.9528,12.56,92,100,2.3
323,Pontes E Lacerda,BR,2022-01-09 03:42:44,-15.2261,-59.3353,71.94,94,100,2.24
324,Paita,PE,2022-01-09 03:42:44,-5.0892,-81.1144,70.61,81,91,6.87
325,Sovetskiy,RU,2022-01-09 03:42:45,61.3614,63.5842,0.03,85,12,9.31
326,Corinto,GR,2022-01-09 03:42:45,37.9407,22.9573,51.64,90,95,0.78
327,Verkhnevilyuysk,RU,2022-01-09 03:42:46,63.4453,120.3167,-28.95,97,21,3.83
328,Novikovo,RU,2022-01-09 03:42:47,51.1537,37.8879,17.19,82,98,11.54
329,Tegal,ID,2022-01-09 03:42:47,-6.8694,109.1402,85.46,67,59,5.19
330,Sao Jose Da Coroa Grande,BR,2022-01-09 03:42:48,-8.8978,-35.1478,77.92,74,100,4.38
331,Niigata,JP,2022-01-09 03:42:48,37.9022,139.0236,46.35,57,75,2.3
332,Port Macquarie,AU,2022-01-09 03:42:48,-31.4333,152.9167,80.56,83,71,13.22
333,Rassvet,RU,2022-01-09 03:42:49,46.8333,40.75,32.09,89,79,20.13
334,Becej,RS,2022-01-09 03:42:49,45.6163,20.0333,32.27,93,100,2.55
335,Aklavik,CA,2022-01-09 03:42:50,68.2191,-135.0107,-21.17,86,23,15.93
336,Viana,BR,2022-01-09 03:42:50,-20.3903,-40.4961,73.17,100,100,0.89
337,Gamba,GA,2022-01-09 03:42:51,-2.65,10.0,76.55,93,100,3.31
338,Avera,US,2022-01-09 03:41:54,33.194,-82.5271,46.71,54,100,7.99
339,Beaumont,US,2022-01-09 03:42:51,30.0861,-94.1019,71.64,94,100,13.8
340,Santiago Del Estero,AR,2022-01-09 03:42:51,-27.7951,-64.2615,76.8,33,0,7.07
341,Barcelos,PT,2022-01-09 03:41:10,41.5388,-8.6151,53.74,96,100,6.8
342,Manokwari,ID,2022-01-09 03:42:52,-0.8667,134.0833,81.37,79,100,5.66
343,Cockburn Town,TC,2022-01-09 03:40:57,21.4612,-71.1419,78.15,77,9,22.62
344,Armidale,AU,2022-01-09 03:42:52,-30.5167,151.65,77.81,53,24,2.51
345,Gat,IL,2022-01-09 03:42:53,31.61,34.7642,63.39,41,38,8.84
346,Fiumicino,IT,2022-01-09 03:42:53,41.7675,12.2291,44.08,82,0,6.91
347,Varhaug,NO,2022-01-09 03:42:54,58.6147,5.6457,38.89,75,100,32.01
348,Dengfeng,CN,2022-01-09 03:42:55,34.4553,113.0281,44.31,57,22,2.53
349,Fenoarivo,MG,2022-01-09 03:42:55,-18.933,47.4354,66.27,88,75,4.61
350,Maraa,BR,2022-01-09 03:42:55,-1.8333,-65.3667,72.1,99,99,2.06
351,Vacaria,BR,2022-01-09 03:42:56,-28.5122,-50.9339,58.71,92,97,9.01
352,Luderitz,NA,2022-01-09 03:42:56,-26.6481,15.1594,64.47,93,82,5.46
353,Juneau,US,2022-01-09 03:42:57,58.3019,-134.4197,14.22,87,100,4.61
354,Kabinda,CD,2022-01-09 03:42:57,-6.1333,24.4833,67.15,93,100,2.28
355,Zhigansk,RU,2022-01-09 03:42:57,66.7697,123.3711,-34.71,99,100,10.49
356,Callaway,US,2022-01-09 03:42:58,30.153,-85.5699,61.95,77,0,4.0
357,Marshall,US,2022-01-09 03:42:58,34.3834,-86.3333,50.41,53,0,10.36
358,Ponta Do Sol,PT,2022-01-09 03:42:59,32.6667,-17.1,63.23,68,38,10.42
359,Bandarbeyla,SO,2022-01-09 03:42:59,9.4942,50.8122,75.49,63,0,16.55
360,Chimbote,PE,2022-01-09 03:43:00,-9.0853,-78.5783,69.73,86,48,6.69
361,Kahului,US,2022-01-09 03:43:00,20.8947,-156.47,78.82,79,20,8.05
362,Kovdor,RU,2022-01-09 03:43:01,67.5662,30.4758,-1.61,99,95,3.58
363,Baker City,US,2022-01-09 03:43:01,44.7749,-117.8344,23.83,88,0,4.61
364,Bahir Dar,ET,2022-01-09 03:43:02,11.5936,37.3908,60.96,73,46,3.6
365,Zhukovo,RU,2022-01-09 03:43:02,55.0318,36.744,20.17,83,100,9.42
366,Mount Gambier,AU,2022-01-09 03:44:03,-37.8333,140.7667,76.91,33,5,5.75
367,Axim,GH,2022-01-09 03:44:03,4.8699,-2.2405,78.64,84,12,2.04
368,San Rafael,AR,2022-01-09 03:44:03,-34.6177,-68.3301,82.78,28,21,12.95
369,Laguna,US,2022-01-09 03:44:04,38.421,-121.4238,51.35,90,0,0.0
370,Russellville,US,2022-01-09 03:44:04,35.2784,-93.1338,43.07,100,100,0.0
371,Dunedin,NZ,2022-01-09 03:44:05,-45.8742,170.5036,65.28,67,100,9.37
372,Thinadhoo,MV,2022-01-09 03:44:05,0.5333,72.9333,81.73,72,87,5.5
373,Esperance,AU,2022-01-09 03:44:05,-33.8667,121.9,73.24,58,93,21.79
374,General Teran,MX,2022-01-09 03:44:06,25.2667,-99.6833,67.6,70,100,4.45
375,Shanhetun,CN,2022-01-09 03:44:06,44.7,127.2,7.5,71,92,3.76
376,Barra,BR,2022-01-09 03:44:07,-11.0894,-43.1417,72.72,90,100,4.14
377,Mazatlan,MX,2022-01-09 03:42:28,23.2167,-106.4167,64.36,88,20,0.0
378,Ola,RU,2022-01-09 03:44:08,59.5833,151.2833,21.15,79,100,10.83
379,Luau,AO,2022-01-09 03:44:08,-10.7073,22.2247,64.26,97,100,2.35
380,Galway,IE,2022-01-09 03:44:09,53.2719,-9.0489,42.75,70,97,23.44
381,Beloha,MG,2022-01-09 03:44:09,-25.1667,45.05,76.66,75,100,11.27
382,Samarai,PG,2022-01-09 03:44:09,-10.6167,150.6667,81.07,79,99,7.43
383,Xuanhua,CN,2022-01-09 03:44:10,40.6103,115.0447,33.31,36,60,3.09
384,Ostrovnoy,RU,2022-01-09 03:44:10,68.0531,39.5131,12.76,95,90,19.77
385,Sirur,IN,2022-01-09 03:44:11,18.8333,74.3833,70.27,63,88,3.44
386,Viedma,AR,2022-01-09 03:44:11,-40.8135,-62.9967,80.22,40,100,16.44
387,Fortuna,US,2022-01-09 03:44:11,40.5982,-124.1573,43.41,95,0,3.0
388,Atexcatzingo,MX,2022-01-09 03:44:12,19.4667,-98.1333,52.12,57,100,4.03
389,Emerald,AU,2022-01-09 03:44:12,-23.5333,148.1667,95.14,46,40,11.5
390,Vanavara,RU,2022-01-09 03:44:13,60.34,102.2797,-11.07,85,36,4.94
391,Beipiao,CN,2022-01-09 03:44:13,41.7919,120.7792,25.88,43,52,2.08
392,Somerset East,ZA,2022-01-09 03:44:13,-32.7217,25.588,67.24,71,16,4.65
393,Krasnokamensk,RU,2022-01-09 03:44:14,50.0979,118.0369,2.52,89,98,9.17
394,Anadyr,RU,2022-01-09 03:44:14,64.75,177.4833,0.1,71,0,2.24
395,Hella,NO,2022-01-09 03:44:15,67.2,14.4333,22.87,66,0,19.57
396,Lazaro Cardenas,MX,2022-01-09 03:44:15,17.9583,-102.2,73.26,76,55,3.98
397,Rocha,UY,2022-01-09 03:44:16,-34.4833,-54.3333,61.7,88,0,7.29
398,Mabai,CN,2022-01-09 03:44:16,23.0128,104.4508,52.92,91,99,4.43
399,Sitka,US,2022-01-09 03:44:17,57.0531,-135.33,30.09,69,100,4.61
400,Katsuura,JP,2022-01-09 03:44:17,35.1333,140.3,55.18,50,59,21.0
401,Amalapuram,IN,2022-01-09 03:44:18,16.5833,82.0167,75.58,60,21,6.96
402,Marevo,RU,2022-01-09 03:44:18,57.3146,32.0804,21.99,89,100,10.13
403,Trelew,AR,2022-01-09 03:44:18,-43.249,-65.3051,82.81,31,81,5.61
404,Manbij,SY,2022-01-09 03:44:19,36.5281,37.9549,48.97,80,29,15.23
405,Toguchin,RU,2022-01-09 03:44:19,55.2353,84.3858,28.85,96,100,16.98
406,Zaraza,VE,2022-01-09 03:44:20,9.3503,-65.3245,75.72,70,75,7.05
407,Mana,GF,2022-01-09 03:44:20,5.6592,-53.7767,74.5,85,69,5.75
408,Urambo,TZ,2022-01-09 03:44:21,-5.0667,32.05,64.51,96,100,3.06
409,Diffa,NE,2022-01-09 03:44:21,13.3154,12.6113,67.37,19,33,12.84
410,Shadrinsk,RU,2022-01-09 03:44:21,56.0852,63.6335,5.79,86,27,14.74
411,Nicoya,CR,2022-01-09 03:44:22,10.1483,-85.452,74.75,80,32,7.63
412,Chaihe,CN,2022-01-09 03:45:22,44.7667,129.7,3.36,77,48,4.38
413,Faanui,PF,2022-01-09 03:45:23,-16.4833,-151.75,81.21,76,18,6.31
414,Moron,AR,2022-01-09 03:45:24,-34.6534,-58.6198,78.55,57,0,7.0
415,Waitati,NZ,2022-01-09 03:45:24,-45.75,170.5667,67.17,64,100,4.5
416,Peachtree City,US,2022-01-09 03:45:25,33.3968,-84.5958,45.23,68,40,1.99
417,Huarmey,PE,2022-01-09 03:45:25,-10.0681,-78.1522,70.3,87,18,8.1
418,Eirunepe,BR,2022-01-09 03:45:26,-6.6603,-69.8736,71.31,97,72,2.98
419,Christchurch,NZ,2022-01-09 03:43:57,-43.5333,172.6333,82.6,28,100,13.8
420,Marzuq,YE,2022-01-09 03:45:26,14.4,46.4667,59.38,39,1,2.71
421,Nara,JP,2022-01-09 03:42:13,34.6851,135.8049,51.98,50,85,3.78
422,Yoichi,JP,2022-01-09 03:45:27,43.2039,140.7703,34.61,73,99,14.72
423,Aksu,CN,2022-01-09 03:45:27,41.1231,80.2644,29.03,39,84,1.54
424,Xiongzhou,CN,2022-01-09 03:45:28,25.1167,114.3,52.09,75,99,3.98
425,Airai,TL,2022-01-09 03:45:28,-8.9266,125.4092,74.12,63,96,2.26
426,Mabaruma,GY,2022-01-09 03:45:28,8.2,-59.7833,69.33,96,95,1.39
427,Hit,IQ,2022-01-09 03:45:29,33.6416,42.8251,50.54,67,0,5.46
428,Acapulco,MX,2022-01-09 03:40:32,16.8634,-99.8901,78.62,83,20,3.44
429,Ndioum,SN,2022-01-09 03:45:30,16.5129,-14.6471,73.83,14,100,12.44
430,Liverpool,GB,2022-01-09 03:45:30,53.4106,-2.9779,42.69,87,75,8.99
431,Broceni,LV,2022-01-09 03:45:31,56.7,22.5333,29.68,93,100,11.81
432,Praia Da Vitoria,PT,2022-01-09 03:45:31,38.7333,-27.0667,59.76,94,75,13.31
433,Livingstone,ZM,2022-01-09 03:45:32,-17.8419,25.8543,66.78,97,100,6.44
434,Maceio,BR,2022-01-09 03:44:22,-9.6658,-35.7353,76.44,88,0,3.44
435,Zhezkazgan,KZ,2022-01-09 03:45:32,47.8043,67.7144,21.18,93,100,4.47
436,Soanierana Ivongo,MG,2022-01-09 03:45:33,-16.9167,49.5833,78.82,92,100,4.85
437,Kapit,MY,2022-01-09 03:45:33,2.0167,112.9333,89.74,59,63,1.54
438,Vieux Fort,LC,2022-01-09 03:45:34,13.7167,-60.95,74.52,88,75,8.05
439,Panama City,PA,2022-01-09 03:45:05,8.9936,-79.5197,80.06,81,20,5.75
440,Mount Isa,AU,2022-01-09 03:45:34,-20.7333,139.5,105.57,7,0,5.75
441,Vondrozo,MG,2022-01-09 03:45:35,-22.8167,47.2833,70.0,93,98,1.99
442,Finnsnes,NO,2022-01-09 03:45:35,69.2296,17.9811,22.96,97,45,4.97
443,Dorogobuzh,RU,2022-01-09 03:45:35,54.915,33.2972,22.44,95,100,10.74
444,Aberdeen,GB,2022-01-09 03:45:36,57.1437,-2.0981,34.29,80,82,9.22
445,Iqaluit,CA,2022-01-09 03:45:36,63.7506,-68.5145,-25.87,75,0,8.05
446,Tahe,CN,2022-01-09 03:45:37,52.3333,124.7333,1.67,66,20,7.2
447,Jasper,US,2022-01-09 03:45:37,37.2001,-94.3502,55.81,92,100,1.01
448,Leh,IN,2022-01-09 03:45:38,34.1667,77.5833,13.12,78,100,5.48
449,Hudiksvall,SE,2022-01-09 03:45:38,61.729,17.1036,28.54,97,100,8.75
450,Nikolskoye,RU,2022-01-09 03:45:40,59.7035,30.7861,23.88,95,100,6.73
451,Abu Samrah,SY,2022-01-09 03:45:40,35.3029,37.1841,48.79,66,79,5.66
452,Tabou,CI,2022-01-09 03:45:40,4.423,-7.3528,78.51,83,55,2.91
453,Matagami,CA,2022-01-09 03:45:41,49.7502,-77.6328,12.31,79,100,19.57
454,Nalut,LY,2022-01-09 03:45:41,30.3333,10.85,39.07,60,2,12.55
455,Jalapa,MX,2022-01-09 03:45:42,19.5333,-96.9167,57.61,85,46,3.91
456,Giresun,TR,2022-01-09 03:45:42,40.5,38.5,15.12,96,97,10.51
457,Koindu,GN,2022-01-09 03:45:42,8.4386,-10.3253,65.88,86,29,1.3
458,Deyang,CN,2022-01-09 03:45:43,31.1302,104.382,49.69,73,98,3.42
459,Doha,QA,2022-01-09 03:46:44,25.2867,51.5333,58.98,77,0,3.44
460,Mocuba,MZ,2022-01-09 03:46:44,-16.8392,36.9856,70.86,95,98,2.3
461,Manta,EC,2022-01-09 03:46:45,-0.95,-80.7333,74.98,88,40,8.05
462,Umm Kaddadah,SD,2022-01-09 03:43:06,13.6017,26.6876,68.4,27,22,7.11
463,Aksarka,RU,2022-01-09 03:46:45,66.5606,67.7975,-15.74,99,100,3.4
464,Ahipara,NZ,2022-01-09 03:46:46,-35.1667,173.1667,72.73,64,69,4.41
465,Cabedelo,BR,2022-01-09 03:46:46,-6.9811,-34.8339,77.67,75,100,6.15
466,Caravelas,BR,2022-01-09 03:46:46,-17.7125,-39.2481,77.27,90,100,9.15
467,Taltal,CL,2022-01-09 03:46:47,-25.4,-70.4833,64.45,87,86,1.32
468,Chumikan,RU,2022-01-09 03:46:48,54.7183,135.315,-3.42,81,100,13.98
469,Vila Velha,BR,2022-01-09 03:42:18,-20.3297,-40.2925,73.35,96,100,3.44
470,Mwinilunga,ZM,2022-01-09 03:46:48,-11.7358,24.4293,61.9,98,100,2.59
471,Richards Bay,ZA,2022-01-09 03:46:49,-28.783,32.0377,72.09,84,51,6.02
472,Walvis Bay,NA,2022-01-09 03:46:50,-22.9575,14.5053,64.09,88,100,4.61
473,Rodrigues Alves,BR,2022-01-09 03:46:50,-7.738,-72.6509,75.38,80,60,3.6
474,La Palma,US,2022-01-09 03:46:50,33.8464,-118.0467,58.03,86,0,1.01
475,Gotsu,JP,2022-01-09 03:46:51,35.0,132.2167,50.14,59,100,6.49
476,Ligayan,PH,2022-01-09 03:46:51,4.6533,119.4706,81.48,78,61,11.81
477,Egvekinot,RU,2022-01-09 03:46:52,66.3167,-179.1667,-6.68,79,7,10.49
478,Forestville,US,2022-01-09 03:46:52,38.8451,-76.875,31.46,68,0,10.36
479,Yinchuan,CN,2022-01-09 03:46:53,38.4681,106.2731,30.24,54,100,5.17
480,Bernalillo,US,2022-01-09 03:46:53,35.05,-106.6673,49.82,49,40,1.01
481,San Anselmo,US,2022-01-09 03:46:54,37.9747,-122.5616,52.11,90,0,0.0
482,Mashhad,IR,2022-01-09 03:46:54,36.297,59.6062,32.14,93,0,4.61
483,Fairbanks,US,2022-01-09 03:46:54,64.8378,-147.7164,-28.98,67,0,0.0
484,Izhma,RU,2022-01-09 03:46:55,65.0083,53.9113,12.65,80,78,10.38
485,Jinchang,CN,2022-01-09 03:46:55,38.4953,102.1739,29.68,41,100,5.88
486,Batagay-Alyta,RU,2022-01-09 03:46:56,67.8006,130.4114,-15.86,97,98,2.71
487,Casarano,IT,2022-01-09 03:46:56,40.015,18.163,46.67,74,100,12.33
488,Sokolo,ML,2022-01-09 03:46:57,14.7328,-6.1219,63.55,20,47,12.48
489,Defiance,US,2022-01-09 03:46:57,41.3334,-84.45,38.19,80,100,6.91
490,Chivay,PE,2022-01-09 03:46:58,-15.6383,-71.6011,44.04,89,100,6.42
491,Vao,NC,2022-01-09 03:46:58,-22.6667,167.4833,77.81,86,2,24.65
492,Vlahita,RO,2022-01-09 03:46:59,46.35,25.5167,32.34,97,100,2.01
493,Lujiang,CN,2022-01-09 03:46:59,31.2581,117.2817,42.85,79,100,1.88
494,Vilhena,BR,2022-01-09 03:45:08,-12.7406,-60.1458,69.21,99,100,6.82
495,Kimbe,PG,2022-01-09 03:47:00,-5.5502,150.1429,79.54,87,100,5.57
496,Bereda,ES,2022-01-09 03:47:00,43.2686,-7.5406,51.55,100,100,7.23
497,Pamplona,ES,2022-01-09 03:45:18,42.8169,-1.6432,48.25,96,75,8.05
498,Cerritos,US,2022-01-09 03:44:34,33.8583,-118.0648,58.01,86,0,1.01
499,Broome,US,2022-01-09 03:47:01,42.2506,-75.833,27.81,56,0,3.0
500,Lensk,RU,2022-01-09 03:47:02,60.7253,114.9278,-19.66,93,8,4.03
501,Benghazi,LY,2022-01-09 03:47:02,32.1167,20.0667,56.55,69,87,20.78
502,Adrar,MR,2022-01-09 03:47:02,20.5022,-10.0711,52.97,24,1,12.26
503,Comodoro Rivadavia,AR,2022-01-09 03:47:03,-45.8667,-67.5,67.86,83,0,5.75
504,Praya,CV,2022-01-09 03:47:03,14.9215,-23.5087,70.34,78,75,14.97
505,Harlingen,US,2022-01-09 03:47:04,26.1906,-97.6961,75.11,96,75,8.05
506,Santa Barbara,US,2022-01-09 03:47:04,34.7333,-120.0343,49.82,92,0,3.44
507,Talaya,RU,2022-01-09 03:47:06,61.3833,152.75,-4.23,99,100,0.76
508,Barra Dos Coqueiros,BR,2022-01-09 03:48:06,-10.9089,-37.0386,78.82,89,0,6.91
509,Kushiro,JP,2022-01-09 03:48:07,42.975,144.3747,34.75,60,75,10.36
510,San Rafael Del Sur,NI,2022-01-09 03:48:07,11.8485,-86.4384,76.93,67,9,14.05
511,Jibuti,DJ,2022-01-09 03:45:51,11.5,42.5,69.22,75,15,13.96
512,Nanakuli,US,2022-01-09 03:48:08,21.3906,-158.1547,76.95,68,0,9.22
513,Riyadh,SA,2022-01-09 03:43:15,24.6877,46.7219,46.54,30,15,5.66
514,Chachapoyas,PE,2022-01-09 03:48:09,-6.2317,-77.869,56.32,87,96,1.63
515,Kloulklubed,PW,2022-01-09 03:48:09,7.0419,134.2556,81.1,73,51,1.86
516,Geraldton,AU,2022-01-09 03:48:10,-28.7667,114.6,77.41,44,6,21.85
517,Cochrane,CA,2022-01-09 03:48:10,51.1834,-114.4687,7.75,46,100,6.91
518,Price,US,2022-01-09 03:48:10,39.5994,-110.8107,31.26,59,0,8.05
519,Methoni,GR,2022-01-09 03:48:11,36.8197,21.7049,52.21,77,100,9.24
520,Pasighat,IN,2022-01-09 03:48:11,28.0667,95.3333,72.79,37,17,3.22
521,Barabai,ID,2022-01-09 03:48:12,-2.5833,115.3833,89.44,59,36,3.18
522,Rincon,US,2022-01-09 03:48:12,32.296,-81.2354,48.16,83,75,9.22
523,Severo-Yeniseyskiy,RU,2022-01-09 03:48:13,60.3725,93.0408,18.59,91,100,11.03
524,Husavik,IS,2022-01-09 03:48:13,66.0449,-17.3389,35.51,86,44,6.4
525,Batemans Bay,AU,2022-01-09 03:48:13,-35.7167,150.1833,85.19,71,95,6.46
526,Bulz,RO,2022-01-09 03:48:14,46.9167,22.6833,25.27,98,100,2.01
527,Shonguy,RU,2022-01-09 03:48:14,68.7526,33.146,6.87,92,75,6.71
528,Kandrian,PG,2022-01-09 03:48:15,-6.2167,149.55,80.85,81,100,14.94
529,San Carlos De Bariloche,AR,2022-01-09 03:48:15,-41.1456,-71.3082,65.95,59,40,13.8
530,Wawa,NG,2022-01-09 03:48:16,9.9022,4.4192,74.93,28,9,8.32
531,Kalamare,BW,2022-01-09 03:48:16,-22.9337,26.5703,63.63,74,100,12.35
532,Moose Factory,CA,2022-01-09 03:48:17,51.2585,-80.6094,21.2,86,100,16.11
533,Abu Kamal,SY,2022-01-09 03:48:17,34.4506,40.9171,49.05,69,0,9.42
534,Boca Do Acre,BR,2022-01-09 03:48:18,-8.7522,-67.3978,72.3,99,100,2.75
535,Waingapu,ID,2022-01-09 03:48:18,-9.6567,120.2641,85.82,65,23,7.49
536,Monrovia,LR,2022-01-09 03:48:19,6.3005,-10.7969,77.94,83,6,2.84
537,Tarakan,ID,2022-01-09 03:48:19,3.3,117.6333,83.7,74,40,6.91
538,Salalah,OM,2022-01-09 03:48:20,17.0151,54.0924,66.29,39,0,12.66
539,Los Llanos De Aridane,ES,2022-01-09 03:48:20,28.6585,-17.9182,67.12,37,0,11.99
540,Stranda,NO,2022-01-09 03:48:20,62.3096,6.9358,33.39,92,100,8.12
541,Burnie,AU,2022-01-09 03:48:21,-41.0667,145.9167,60.94,99,100,7.81
542,Varnavino,RU,2022-01-09 03:48:22,57.4035,45.0916,8.8,95,99,7.34
543,Illela,NG,2022-01-09 03:48:23,13.7292,5.2975,66.51,16,0,10.27
544,Tarauaca,BR,2022-01-09 03:48:23,-8.1614,-70.7656,74.46,86,73,4.03
545,Tual,ID,2022-01-09 03:44:13,-5.6667,132.75,76.78,90,100,9.86
546,Yar-Sale,RU,2022-01-09 03:44:16,66.8333,70.8333,-12.14,100,99,3.56
547,Talcahuano,CL,2022-01-09 03:48:24,-36.7167,-73.1167,60.48,94,100,5.75
548,Kirakira,SB,2022-01-09 03:48:24,-10.4544,161.9205,86.59,66,21,11.65
549,Minudasht,IR,2022-01-09 03:48:25,37.2289,55.3747,49.57,87,100,4.61
550,Chumphon,TH,2022-01-09 03:48:25,10.3333,98.8333,78.91,47,1,7.47
551,Kawalu,ID,2022-01-09 03:48:26,-7.3817,108.2082,87.35,58,53,2.95
552,Charters Towers,AU,2022-01-09 03:48:26,-20.1,146.2667,99.48,28,15,11.32
553,Trinidad,BO,2022-01-09 03:48:27,-14.8333,-64.9,75.24,96,100,2.95
554,Dharchula,IN,2022-01-09 03:48:27,29.85,80.5333,56.53,57,100,1.12
555,Ormara,PK,2022-01-09 03:48:27,25.2088,64.6357,61.32,39,0,10.85
556,Bahia Honda,CU,2022-01-09 03:48:28,22.9036,-83.1592,73.38,81,80,11.48
557,Dryden,CA,2022-01-09 03:49:28,49.7833,-92.7503,-5.51,71,75,19.57
558,Muriti,TZ,2022-01-09 03:49:29,-1.9833,32.9167,73.58,64,100,8.32
559,Salta,AR,2022-01-09 03:49:14,-24.7859,-65.4117,71.89,79,75,1.99
560,Abu Zabad,SD,2022-01-09 03:49:30,12.35,29.25,70.7,34,2,9.17
561,Joshimath,IN,2022-01-09 03:49:31,30.5667,79.5667,46.45,77,100,0.63
562,Mokhsogollokh,RU,2022-01-09 03:49:32,61.4681,128.9203,-26.97,95,52,2.91
563,Kurilsk,RU,2022-01-09 03:49:32,45.2333,147.8833,27.99,68,98,18.81
564,Shimoda,JP,2022-01-09 03:49:33,34.6667,138.95,61.16,45,74,17.81
565,Iranshahr,IR,2022-01-09 03:49:33,27.2025,60.6848,39.54,87,0,0.0
566,Cowra,AU,2022-01-09 03:49:34,-33.8333,148.6833,85.62,42,44,3.71
567,Belaya Gora,RU,2022-01-09 03:49:34,68.5333,146.4167,-22.09,98,100,2.42
568,Chipinge,ZW,2022-01-09 03:49:35,-20.1883,32.6236,61.52,92,100,4.09
569,Puerto Escondido,MX,2022-01-09 03:49:35,15.85,-97.0667,77.83,83,20,3.44
570,Itarema,BR,2022-01-09 03:49:35,-2.9248,-39.9167,78.37,79,23,10.18
571,Sokoni,TZ,2022-01-09 03:49:36,-6.4333,39.55,81.91,75,99,15.75
572,Baykit,RU,2022-01-09 03:49:36,61.67,96.37,2.68,98,100,5.35
573,Salgado,BR,2022-01-09 03:49:37,-11.0319,-37.475,77.7,94,100,3.62
574,Pytalovo,RU,2022-01-09 03:49:37,57.0679,27.9138,24.03,92,98,10.13
575,Cururupu,BR,2022-01-09 03:49:37,-1.8283,-44.8683,75.13,94,100,2.04
576,Puerto Ayacucho,VE,2022-01-09 03:49:38,5.6639,-67.6236,77.18,55,50,6.08
577,Touros,BR,2022-01-09 03:49:38,-5.1989,-35.4608,76.1,81,78,7.09
578,Lasa,IT,2022-01-09 03:49:39,46.6166,10.7002,30.94,82,93,3.76
